fullname,class,order,family,genericName,genus,description
Ornithorhynchus anatinus,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus,"The platypus (Ornithorhynchus anatinus), sometimes referred to as the duck-billed platypus, is a semiaquatic egg-laying mammal endemic to eastern Australia, including Tasmania. Together with the four species of echidna, it is one of the five extant species of monotremes, the only mammals that lay eggs instead of giving birth to live young. The animal is the sole living representative of its family (Ornithorhynchidae) and genus (Ornithorhynchus), though a number of related species appear in the fossil record. The first scientists to examine a preserved platypus body (in 1799) judged it a fake, made of several animals sewn together."
Geomys knoxjonesi,Mammalia,Rodentia,Geomyidae,Geomys,Geomys,"Knox Jones's pocket gopher (Geomys knoxjonesi) is a species of pocket gopher found in Texas and New Mexico. This species is named for Dr. J. Knox Jones, Jr. (1929–1992), a prolific mammalogist at Texas Tech University."
Geomys texensis,Mammalia,Rodentia,Geomyidae,Geomys,Geomys,The central Texas pocket gopher or Llano pocket gopher (Geomys texensis) is a species of rodent in the family Geomyidae. It is endemic to central Texas in the United States.
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus,"The short-beaked echidna (Tachyglossus aculeatus) is one of four living species of echidna and the only member of the genus Tachyglossus. It is covered in fur and spines and has a distinctive snout and a specialized tongue, which it uses to catch its insect prey at a great speed. Like the other extant monotremes, the short-beaked echidna lays eggs; the monotremes are the only group of mammals to do so."
Brachylagus idahoensis,Mammalia,Lagomorpha,Leporidae,Brachylagus,Brachylagus,"The pygmy rabbit (Brachylagus idahoensis) is a North American rabbit, and is one of only two rabbit species in America to dig its own burrow. The pygmy rabbit differs significantly from species within either the Lepus (hare) or Sylvilagus (cottontail) genera and is generally considered to be within the monotypic genus Brachylagus. One isolated population, the Columbia Basin pygmy rabbit, is listed as an endangered species by the U.S. Federal government, though the International Union for Conservation of Nature lists the species as lower risk."
Geomys breviceps,Mammalia,Rodentia,Geomyidae,Geomys,Geomys,"Baird’s pocket gopher or the Louisiana pocket gopher (Geomys breviceps) is a species of pocket gopher that is native to the southern United States. In total, there are three almost identical species of eastern pocket gopher; Geomys attwateri, G. bursarius, and G. breviceps. G. breviceps is larger in size, G. attwateri is medium-sized and G. bursarius is a bit smaller. Other than by size variation they are not identifiable by external features. Baird’s pocket gophers are small rodents with most of their weight on the top half of their bodies."
Geomys attwateri,Mammalia,Rodentia,Geomyidae,Geomys,Geomys,Attwater's pocket gopher (Geomys attwateri) is a species of rodent in the family Geomyidae. It is endemic to the United States.
Lepus othus,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus,"The Alaskan hare (Lepus othus), also known as the tundra hare, is a species of mammal in the family Leporidae. They do not dig burrows and are found in the open tundra of western Alaska and the Alaska Peninsula in the United States. They are solitary for most of the year except during mating season, when they produce a single litter of up to eight young. Predators include birds of prey and polar bears, as well as humans for sport hunting."
Sylvilagus obscurus,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus,The Appalachian cottontail (Sylvilagus obscurus) is a species of cottontail rabbit in the family Leporidae. It is a rare species found in the upland areas of the eastern United States. The species was only recognized as separate from the New England cottontail (Sylvilagus transitionalis) in 1992.
Lasiurus blossevillii,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,"The desert red bat (Lasiurus blossevillii), also known as the western red bat, or southern red bat, is one of many species of bats. This particular one is from the family Vespertilionidae, which is the largest bat family. This species and its relative Lasiurus borealis are sometimes just referred to as red bats."
Lepus arcticus,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus,"The Arctic hare (Lepus arcticus) is a species of hare which is highly adapted to living in the Arctic tundra, and other icy biomes. The Arctic hare survives with shortened ears and limbs, a small nose, fat that makes up 20% of its body, and a thick coat of fur. It usually digs holes in the ground or under snow to keep warm and sleep. Arctic hares look like rabbits but have shorter ears, are taller when standing, and, unlike rabbits, can thrive in extreme cold. They can travel together with many other hares, sometimes huddling with dozens or more, but are usually found alone, sometimes taking more than one partner. The Arctic hare can run up to 40 mph."
Sorex ugyunak,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex,"The barren ground shrew (Sorex ugyunak) is a small shrew found in northern Canada west of Hudson Bay and in Alaska. At one time, this species was considered to be a subspecies of the similar cinereus shrew (S. cinereus). It is similar in appearance and thought to be closely related to the Saint Lawrence Island shrew (S. jacksoni) and Pribilof Island shrew (S. pribilofensis)."
Chaetodipus fallax,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,The San Diego pocket mouse (Chaetodipus fallax) is a rodent species in the family Heteromyidae. It occupies the southern region of Baja California near San Diego extending into Mexico.
Arborimus pomo,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus,The California red tree mouse or Sonoma tree vole (Arborimus pomo) is a species of rodent in the family Cricetidae. The species is found in northwest California. The preferred habitat for this primarily arboreal vole is old-growth Douglas-fir forests.
Sorex sonomae,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex,The fog shrew (Sorex sonomae) is a species of mammal in the family Soricidae. It is endemic to northern California and Oregon in the United States.
Sorex minutissimus,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex,"The Eurasian least shrew (Sorex minutissimus), also called the lesser pygmy shrew, is the second-smallest mammal by mass after the Etruscan shrew."
Tamias rufus,Mammalia,Rodentia,Sciuridae,Tamias,Tamias,"The Hopi chipmunk, Neotamias rufus, is a small chipmunk found in Colorado, Utah and Arizona in the southwestern United States. It was previously grouped with the Colorado chipmunk, T. quadrivittatus. This species is listed as ""Least Concern"" on the IUCN Red List as it is common, widespread, and without any major threats. It was last evaluated in 2016."
Lasiurus xanthinus,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,"The western yellow bat (Lasiurus xanthinus) is a species of vesper bat. It is found in Mexico and the southwestern United States. This species roosts in trees such as Populus fremontii, Platanus wrightii, and Quercus arizonica. If available, the western yellow bat will use the dead fronds that encircle palm trees as a roosting site."
Dicrostonyx nunatakensis,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx,The Ogilvie Mountains collared lemming (Dicrostonyx nunatakensis) is a species of rodents in the family Cricetidae. It is found only in Canada. Its natural habitat is tundra.
Sciurus aureogaster,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus,The Mexican gray squirrel (or red-bellied squirrel) (Sciurus aureogaster) is a tree squirrel in the genus Sciurus native to Guatemala and eastern and southern Mexico. It has been introduced to the Florida Keys.
Lepus europaeus,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus,"The European hare (Lepus europaeus), also known as the brown hare, is a species of hare native to Europe and parts of Asia. It is among the largest hare species and is adapted to temperate, open country. Hares are herbivorous and feed mainly on grasses and herbs, supplementing these with twigs, buds, bark and field crops, particularly in winter. Their natural predators include large birds of prey, canids and felids. They rely on high-speed endurance running to escape predation, having long, powerful limbs and large nostrils."
Peromyscus nasutus,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,The northern rock mouse (Peromyscus nasutus) is a species of rodent in the family Cricetidae. It is found in Mexico and the United States.
Peromyscus gratus,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Osgood's mouse (Peromyscus gratus) is a species of rodent in the family Cricetidae. It is found only in Mexico. Its name references Wilfred Hudson Osgood.
Peromyscus keeni,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,The northwestern deer mouse or Keen's mouse (Peromyscus keeni) is a species of rodents in the family Cricetidae. It is found in British Columbia in Canada and in Alaska and Washington in the United States. It was named after the Rev. John Henry Keen in 1894.
Neotoma devia,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma,The Arizona woodrat (Neotoma devia) is a species of rodent in the family Cricetidae. It is found in Mexico and United States.
Rattus nitidus,Mammalia,Rodentia,Muridae,Rattus,Rattus,"The Himalayan field rat (Rattus nitidus), sometimes known as the white-footed Indo-Chinese rat, is a species of rodent in the family Muridae. It has a wide range, being found in India, Bangladesh, Nepal, Bhutan, China, Myanmar, Laos, Thailand, and Vietnam, with introduced populations in Indonesia (widely), Palau, and the Philippines. A common species, the International Union for Conservation of Nature has assessed its conservation status as being of ""least concern""."
Phenacomys ungava,Mammalia,Rodentia,Cricetidae,Phenacomys,Phenacomys,"The eastern heather vole, (Phenacomys ungava), is a small North American vole. Until recently, this species was considered to belong to the same species as the western heather vole, Phenacomys intermedius. It is also called the Ungava vole."
Chaetodipus californicus,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,The California pocket mouse (Chaetodipus californicus) is a species of rodent in the family Heteromyidae.
Lemmiscus curtatus,Mammalia,Rodentia,Cricetidae,Lemmiscus,Lemmiscus,The sagebrush vole (Lemmiscus curtatus) is a tiny vole found in western North America. This is the only member of genus Lemmiscus.
Chaetodipus eremicus,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,"The Chihuahuan pocket mouse (Chaetodipus eremicus) is a species of heteromyid rodent found in the southwestern United States and Mexico. It was formerly considered a subspecies of the desert pocket mouse (C. pencillatus), but was determined to be a distinct species in 1996, following analysis of its mitochondrial DNA."
Perognathus merriami,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus,"Merriam's pocket mouse (Perognathus merriami) is a species of rodent in the family Heteromyidae. It is found in northeast Mexico and New Mexico, Oklahoma and Texas in the United States. Its habitat is shortgrass prairie, desert areas with scrub and arid shrubland. The species is named to honor Clinton Hart Merriam, a biologist who first described several other members of the genus Perognathus, and first elucidated the principle of a ""life zone"" as a means of characterizing ecological areas with similar plant and animal communities."
Chaetodipus spinatus,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,"The spiny pocket mouse (Chaetodipus spinatus) is a species of rodent in the family Heteromyidae and order Rodentia. It is found in Baja California in Mexico and in Arizona, California and Nevada in the United States."
Chaetodipus penicillatus,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,"The desert pocket mouse (Chaetodipus penicillatus) is a North American species of heteromyid rodent found in the southwestern United States and Mexico. True to its common name, the medium-sized desert pocket mouse prefers sandy, sparsely vegetated desert environments."
Chaetodipus nelsoni,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,Nelson's pocket mouse (Chaetodipus nelsoni) is a species of rodent in the family Heteromyidae. It is found in Mexico and in New Mexico and Texas in United States. It is named in honor of the American naturalist Edward William Nelson.
Chaetodipus intermedius,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,The rock pocket mouse (Chaetodipus intermedius) is one of 19 species of pocket mice in the genus Chaetodipus. (It is sometimes grouped in the genus Perognathus. )
Chaetodipus hispidus,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,The hispid pocket mouse (Chaetodipus hispidus) is a large pocket mouse native to the Great Plains region of North America. It is a member of the genus Chaetodipus.
Chaetodipus formosus,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus,"The long-tailed pocket mouse (Chaetodipus formosus) is a species of rodent in the family Heteromyidae. It is found in Arizona, California, Nevada and Utah in the United States and Baja California in Mexico."
Lasiurus minor,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,"The minor red bat (Lasiurus minor) is a species of bat from the family Vespertilioninae. It is found in the Bahamas, Dominican Republic, Haiti, and Puerto Rico, though there are only six known individuals in the latter. Hurricanes, habitat destruction, and human population growth are several factors leading to a decreasing population trend, and the minor red bat is listed as vulnerable by the IUCN Red List due to ongoing population reduction and a small geographic range. The minor red bat is a solitary, insectivorous species that forages in open areas and rests among the leaves of a tree. It is a swift flier, though it is not highly maneuverable. The minor red bat is possibly conspecific with the Seminole bat, Eastern red bat, and Desert red bat."
Boselaphus tragocamelus,Mammalia,Artiodactyla,Bovidae,Boselaphus,Boselaphus,"The nilgai or blue bull (literally meaning ""blue bull""; Boselaphus tragocamelus) is the largest Asian antelope and is endemic to the Indian subcontinent. The sole member of the genus Boselaphus, the species was described and given its binomial name by German zoologist Peter Simon Pallas in 1766. The nilgai stands 1 - 1.5 m at the shoulder; males weigh 109 - 288 kg, and the lighter females 100 - 213 kg. A sturdy thin-legged antelope, the nilgai is characterised by a sloping back, a deep neck with a white patch on the throat, a short crest of hair along the neck terminating in a tuft, and white facial spots. A column of pendant coarse hair hangs from the dewlap ridge below the white patch. Sexual dimorphism is prominent – while females and juveniles are orange to tawny, adult males have a bluish-grey coat. Only males possess horns, 15 - 24 cm long."
Antilope cervicapra,Mammalia,Artiodactyla,Bovidae,Antilope,Antilope,"The blackbuck (Antilope cervicapra), also known as the Indian antelope, is an antelope found in India, Nepal, and Pakistan. The blackbuck is the sole extant member of the genus Antilope. The species was described and given its binomial name by Swedish zoologist Carl Linnaeus in 1758. Two subspecies are recognized. It stands up to 74 to 84 cm high at the shoulder. Males weigh 20 - 57 kg, an average of 38 kg. Females are lighter, weighing 20 - 33 kg or 27 kg on average. The long, ringed horns, 35 - 75 cm long, are generally present only on males, though females may develop horns, as well. The white fur on the chin and around the eyes is in sharp contrast with the black stripes on the face. The coats of males show two-tone colouration; while the upper parts and outsides of the legs are dark brown to black, the underparts and the insides of the legs are all white. However, females and juveniles are yellowish fawn to tan."
Puma concolor,Mammalia,Carnivora,Felidae,Puma,Puma,"The cougar (Puma concolor), also commonly known by other names including catamount, mountain lion, panther, and puma, is a large felid of the subfamily Felinae native to the Americas. Its range, from the Canadian Yukon to the southern Andes of South America, is the widest of any large wild terrestrial mammal in the Western Hemisphere. An adaptable, generalist species, the cougar is found in most American habitat types. It is the biggest cat in North America, and the second-heaviest cat in the New World after the jaguar. Secretive and largely solitary by nature, the cougar is properly considered both nocturnal and crepuscular, although daytime sightings do occur. The cougar is more closely related to smaller felines, including the domestic cat (subfamily Felinae), than to any species of subfamily Pantherinae, of which only the jaguar is native to the Americas."
Bubalus bubalis,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus,"The water buffalo (Bubalus bubalis) or domestic water buffalo is a large bovid originating in South Asia, Southeast Asia, and China. Today, it is also found in Europe, Australia, North America, South America and some African countries. The wild water buffalo (Bubalus arnee) native to Southeast Asia is considered a different species, but most likely represents the ancestor of the domestic water buffalo."
Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,Leopardus,"The ocelot (Leopardus pardalis) is a small wild cat native to the southwestern United States, Mexico, Central and South America. It is listed as Least Concern on the IUCN Red List as the population is estimated to comprise more than 40,000 mature individuals and is considered stable. Its fur was once regarded as valuable, and poaching for the illegal trade is still a threat. It is marked with solid black spots, streaks and stripes."
Spilogale gracilis,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale,The western spotted skunk (Spilogale gracilis) is a spotted skunk of western North America
Axis axis,Mammalia,Artiodactyla,Cervidae,Axis,Axis,"The chital or cheetal (Axis axis), also known as spotted deer or axis deer, is a species of deer that is native in the Indian subcontinent. The species was first described by German naturalist Johann Christian Polycarp Erxleben in 1777. A moderate-sized deer, male chital reach nearly 90 cm and females 70 cm at the shoulder. While males weigh 30 - 75 kg, the lighter females weigh 25 - 45 kg. The species is sexually dimorphic; males are larger than females, and antlers are present only on males. The upper parts are golden to rufous, completely covered in white spots. The abdomen, rump, throat, insides of legs, ears, and tail are all white. The antlers, three-pronged, are nearly 1 m long."
Dama dama,Mammalia,Artiodactyla,Cervidae,Dama,Dama,"The fallow deer (Dama dama) is a ruminant mammal belonging to the family Cervidae. This common species is native to Europe, but has been introduced to Antigua & Barbuda, Argentina, South Africa, Fernando Pó, São Tomé, Madagascar, Mauritius, Mayotte, Réunion, Seychelles, Comoro Islands, Morocco, Algeria, Tunisia, Cyprus, Israel, Cape Verde, Lebanon, Australia, New Zealand, Canada, the United States, the Falkland Islands, and Peru. Some taxonomers include the rarer Persian fallow deer as a subspecies (D. d. mesopotamica), while others treat it as an entirely different species (D. mesopotamica)."
Ovis aries,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis,"Domestic sheep (Ovis aries) are quadrupedal, ruminant mammals typically kept as livestock. Like most ruminants, sheep are members of the order Artiodactyla, the even-toed ungulates. Although the name sheep applies to many species in the genus Ovis, in everyday usage it almost always refers to Ovis aries. Numbering a little over one billion, domestic sheep are also the most numerous species of sheep. An adult female sheep is referred to as a ewe, an intact male as a ram or occasionally a tup, a castrated male as a wether, and a younger sheep as a lamb."
Pteropus tonganus,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus,"The insular flying fox or Pacific flying fox (Pteropus tonganus) is a species of flying fox in the family Pteropodidae. It is geographically widespread, the most widespread flying fox in the Pacific: it is found in American Samoa, the Cook Islands, Fiji, New Caledonia, Niue, Papua New Guinea, Samoa (where it is called pe'a fanua, pe'a fai and taulaga), the Solomon Islands, Tonga, and Vanuatu."
Herpestes javanicus,Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes,"The Javan mongoose (Herpestes javanicus) is a species of mongoose found in the wild in South and Southeast Asia. It has also been introduced to Hawaii, the Bahamas, Cuba, Croatia, Jamaica, Hispaniola, Puerto Rico, the Lesser Antilles, Belize, Honduras, Panama, Trinidad and Tobago, Colombia, Suriname, Venezuela, Guyana and Mafia Island. The western subspecies group is sometimes treated as a separate species, the Indian mongoose or small Indian mongoose (Herpestes auropunctatus)."
Macrotus waterhousii,Mammalia,Chiroptera,Phyllostomidae,Macrotus,Macrotus,"Waterhouse's leaf-nosed bat (Macrotus waterhousii) is a species of big-eared bat in the family Phyllostomidae. It is found in Bahamas, Cayman Islands, Cuba, the Dominican Republic, Guatemala, Haiti, Jamaica, Mexico, and Puerto Rico, with a range from Sonora to Hidalgo Mexico, south to Guatemala and the Greater Antilles (excluding Puerto Rico) and Bahamas."
Erophylla bombifrons,Mammalia,Chiroptera,Phyllostomidae,Erophylla,Erophylla,"The brown flower bat (Erophylla bombifrons) is a species of bat from the family Phyllostomidae. It is native to the island of Hispaniola, present in both Haiti and the Dominican Republic, and Puerto Rico. In most cases, the brown flower bat is recognized as part of the buffy flower bat, and there are two recognized subspecies: Erophylla bombifrons bombifrons and Erophylla bombifrons santacristobalensis."
Nasua narica,Mammalia,Carnivora,Procyonidae,Nasua,Nasua,"The white-nosed coati (Nasua narica), also known as the coatimundi,  is a species of coati and a member of the family Procyonidae (raccoons and their relatives). Local Spanish names for the species include pizote, antoon, and tejón, depending upon the region. It weighs about 4 - 6 kg. However, males are much larger than females: small females can weigh as little as 2.5 kg, while large males can weigh as much as 12.2 kg. On average, the nose-to-tail length of the species is about 110 cm with about half of that being the tail length."
Leptonycteris curasoae,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris,The southern long-nosed bat (Leptonycteris curasoae) is a South American species of bat in the family Phyllostomidae.
Stenella frontalis,Mammalia,Cetacea,Delphinidae,Stenella,Stenella,The Atlantic spotted dolphin (Stenella frontalis) is a dolphin found in the Gulf Stream of the North Atlantic Ocean. Older members of the species have a very distinctive spotted coloration all over their bodies.
Pteropus rodricensis,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus,"The Rodrigues flying fox or Rodrigues fruit bat (Pteropus rodricensis) is a species of bat in the family Pteropodidae, the flying foxes or fruit bats. It is endemic to Rodrigues, an island in the Indian Ocean belonging to Mauritius. Its natural habitat is tropical lowland forests. The bats are sociable, roost in large groups during the day and feed at night, squeezing the juice and flesh out of fruits. They are hunted by humans for food and their numbers have been dwindling, and the International Union for Conservation of Nature has rated the species as being ""endangered"". In an effort to preserve them from extinction, some bats have been caught and are being bred in various zoos around the world."
Lemmus trimucronatus,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus,The North American brown lemming (Lemmus trimucronatus) is a small North American lemming. Originally called the Siberian brown lemming (Lemmus sibiricus) they were later formed into two distinct species.
Globicephala melas,Mammalia,Cetacea,Delphinidae,Globicephala,Globicephala,The long-finned pilot whale (Globicephala melas) is a large species of oceanic dolphin. It shares the genus Globicephala with the short-finned pilot whale (Globicephala macrorhynchus). Long-finned pilot whales are known as such because of their unusually long pectoral fins.
Equus zebra,Mammalia,Perissodactyla,Equidae,Equus,Equus,"The mountain zebra (Equus zebra) is a species in the family Equidae. It is native to south-western Angola, Namibia, and South Africa."
Corynorhinus townsendii,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus,Townsend's big-eared bat (Corynorhinus townsendii) is a species of vesper bat.
Leptonycteris yerbabuenae,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris,"The lesser long-nosed bat (Leptonycteris yerbabuenae) is a medium-sized bat found in Central and North America. It is sometimes known as Sanborn's long-nosed bat or the Mexican long-nosed bat, though the latter name is better avoided since it is also used for the entire genus Leptonycteris and for one of the other species in it, the greater long-nosed bat (L. nivalis)."
Kobus kob,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus,"The kob (Kobus kob) is an antelope found across Central Africa and parts of West Africa and East Africa. Together with the closely related reedbucks, waterbucks, lechwe, Nile lechwe, and puku, it forms the Reduncinae tribe. Found along the northern savanna, it is often seen in Murchison Falls and Queen Elizabeth National Park, Uganda; Garamba and Virunga National Park, and the Democratic Republic of the Congo, as well as grassy floodplains of South Sudan. Kob are found in wet areas (such as floodplains), where they eat grasses. Kob are diurnal, but inactive during the heat of the day. They live in groups of either females and calves or just males. These groups generally range from five to 40 animals."
Equus grevyi,Mammalia,Perissodactyla,Equidae,Equus,Equus,"The Grévy's zebra (Equus grevyi), also known as the imperial zebra, is the largest living wild equid and the largest and most threatened of the three species of zebra, the other two being the plains zebra and the mountain zebra. Named after Jules Grévy, it is the sole extant member of the subgenus Dolichohippus. Grévy's zebra is found in Kenya and Ethiopia. Compared with other zebras, it is tall, has large ears, and its stripes are narrower."
Sylvicapra grimmia,Mammalia,Artiodactyla,Bovidae,Sylvicapra,Sylvicapra,"The common duiker (Sylvicapra grimmia), also known as the grey or bush duiker, is a small antelope found in everywhere in Africa south of the Sahara, excluding the Horn of Africa and the rainforests of the central and western parts of the continent. Generally, they are found in habitats with sufficient vegetation cover to allow them to hide—savanna and hilly areas, including the fringes of human settlements."
Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus,"The lechwe (Kobus leche), red lechwe or southern lechwe, is an antelope found in wetlands of south central Africa."
Cephalophus zebra,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus,"The zebra duiker (Cephalophus zebra) is a small antelope found primarily in Liberia, as well as the Ivory Coast, Sierra Leone, and occasionally Guinea. They are sometimes referred to as the banded duiker or striped-back duiker. It is believed to be one of the earliest duiker species to have evolved."
Kobus ellipsiprymnus,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus,"The waterbuck (Kobus ellipsiprymnus) is a large antelope found widely in sub-Saharan Africa. It is placed in the genus Kobus of the family Bovidae. It was first described by Irish naturalist William Ogilby in 1833. The thirteen subspecies are grouped under two varieties: the common or Ellisprymnus waterbuck and the Defassa waterbuck. The head-and-body length is typically between 177 - 235 cm and the average height is between 120 and 136 cm. A sexually dimorphic antelope, males are taller as well as heavier than females. Males reach approximately 127 cm at the shoulder, while females reach 119 cm. Males typically weigh 198 - 262 kg and females 161 - 214 kg. The coat colour varies from brown to grey. The long, spiral horns, present only on males, curve backward, then forward and are 55 - 99 cm long."
Cephalophus niger,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus,"The black duiker (Cephalophus niger), also known as tuba in Dyula, is a forest-dwelling duiker found in the southern parts of Sierra Leone, Liberia, Côte d'Ivoire, Ghana, Benin, and Nigeria."
Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus,"The yellow-backed duiker (Cephalophus silvicultor) is a forest dwelling antelope in the order Artiodactyla from the family Bovidae. Yellow-backed duikers are the most widely distributed of all duikers. They are found mainly in Central and Western Africa, ranging from Senegal to Western Uganda with a possible few in Gambia. Their range also extends southward into Rwanda, Burundi, Zaire, and most of Zambia."
Bos frontalis,Mammalia,Artiodactyla,Bovidae,Bos,Bos,"The gayal (Bos frontalis), also known as mithun, is a large domestic bovine distributed in Northeast India, Bangladesh, northern Myanmar and in Yunnan, China."
Bos sauveli,Mammalia,Artiodactyla,Bovidae,Bos,Bos,"The kouprey (Bos sauveli, from គោព្រៃ,, ""forest ox""; also known as kouproh, ""grey ox""), is a little-known, forest-dwelling, wild bovine species from Southeast Asia. A young male was sent to the Vincennes Zoo in 1937 where it was described by the French zoologist Achille Urbain and was declared the holotype. The kouprey has a tall, narrow body, long legs, a humped back and long horns."
Syncerus caffer,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus,"The African buffalo or Cape buffalo (Syncerus caffer) is a large Sub-Saharan African bovine. Syncerus caffer caffer, the Cape buffalo, is the typical subspecies, and the largest one, found in Southern and East Africa. S. c. nanus (African forest buffalo) is the smallest subspecies, common in forest areas of Central and West Africa, while S. c. brachyceros is in West Africa and S. c. aequinoctialis is in the savannas of East Africa. The adult buffalo's horns are its characteristic feature; they have fused bases, forming a continuous bone shield across the top of the head referred to as a ""boss"". They are widely regarded as very dangerous animals, as according to some estimates they gore and kill over 200 people every year."
Otocyon megalotis,Mammalia,Carnivora,Canidae,Otocyon,Otocyon,"The bat-eared fox (Otocyon megalotis) is a species of fox found on the African savanna, named for its large ears, which are used for thermoregulation. Fossil records show this canid first appeared during the middle Pleistocene, about 800,000 years ago. It is considered a basal canid species, resembling ancestral forms of the family."
Bos grunniens,Mammalia,Artiodactyla,Bovidae,Bos,Bos,"The domestic yak (Bos grunniens) is a long-haired domesticated bovid found throughout the Himalayan region of the Indian subcontinent, the Tibetan Plateau and as far north as Mongolia and Russia. It is descended from the wild yak (Bos mutus)."
Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,Speothos,"The bush dog (Speothos venaticus) is a canid found in Central and South America. In spite of its extensive range, it is very rare in most areas except in Suriname, Guyana and Peru; it was first identified by Peter Wilhelm Lund from fossils in Brazilian caves and was believed to be extinct. The bush dog is the only living species in the genus Speothos, and genetic evidence suggests that its closest living relative is the maned wolf of central South America or the African wild dog. The species is listed as Near Threatened by the IUCN."
Bison bonasus,Mammalia,Artiodactyla,Bovidae,Bison,Bison,"The European bison (Bison bonasus), also known as wisent ( or ) or the European wood bison, is a Eurasian species of bison. It is one of two extant species of bison, alongside the American bison. Three subspecies existed in the recent past, but only one survives today. Analysis of mitochondrial genomes and nuclear DNA revealed that the wisent is theoretically the result of hybridization between the extinct Steppe bison (Bison priscus) and the ancestors of the aurochs (Bos primigenius) since their genetic material contains up to 10% aurochs genomic ancestry; the possible hybrid is referred to informally as the Higgs bison, a play-on-words in reference to the Higgs boson. Alternatively, the Pleistocene woodland bison has been suggested as the ancestor to the species."
Cerdocyon thous,Mammalia,Carnivora,Canidae,Cerdocyon,Cerdocyon,"The crab-eating fox (Cerdocyon thous), also known as the forest fox, wood fox, or maikong, is an extant species of medium-sized canid endemic to the central part of South America, and which appeared during the Pliocene epoch. Like South American foxes, which are in the genus Lycalopex, it is not closely related to true foxes. Cerdocyon comes from the Greek words kerdo (meaning fox) and cyon (dog) referring to the dog-and fox-like characteristics of this animal."
Lycaon pictus,Mammalia,Carnivora,Canidae,Lycaon,Lycaon,"The African wild dog (Lycaon pictus), also known as the painted hunting dog, painted wolf, African hunting dog, Cape hunting dog or African painted dog, is a canid native to sub-Saharan Africa. It is the largest of its family in Africa, and the only extant member of the genus Lycaon, which is distinguished from Canis by dentition highly specialised for a hypercarnivorous diet, and a lack of dewclaws. It was classified as endangered by the IUCN in 2016, as it had disappeared from much of its original range. The 2016 population was estimated at roughly 39 subpopulations containing 6,600 adults, only 1,400 of which were reproductive. The decline of these populations is ongoing, due to habitat fragmentation, human persecution and disease outbreaks."
Bos taurus,Mammalia,Artiodactyla,Bovidae,Bos,Bos,"Cattle—colloquially cows—are the most common type of large domesticated ungulates. They are a prominent modern member of the subfamily Bovinae, are the most widespread species of the genus Bos, and are most commonly classified collectively as Bos taurus."
